raw_dimension_x	raw_dimension_y	raw_dimension_z	raw_voxel_size_x	raw_voxel_size_y	raw_voxel_size_z	raw_max_b	raw_neighbor_corr	raw_masked_neighbor_corr	raw_dwi_contrast	raw_num_bad_slices	raw_num_directions	raw_coherence_index	t1_dimension_x	t1_dimension_y	t1_dimension_z	t1_voxel_size_x	t1_voxel_size_y	t1_voxel_size_z	t1_max_b	t1_neighbor_corr	t1_masked_neighbor_corr	t1_dwi_contrast	t1_num_bad_slices	t1_num_directions	t1_coherence_index	t1post_dimension_x	t1post_dimension_y	t1post_dimension_z	t1post_voxel_size_x	t1post_voxel_size_y	t1post_voxel_size_z	t1post_max_b	t1post_neighbor_corr	t1post_masked_neighbor_corr	t1post_dwi_contrast	t1post_num_bad_slices	t1post_num_directions	t1post_coherence_index	mean_fd	max_fd	max_rotation	max_translation	max_rel_rotation	max_rel_translation	t1_dice_distance	CNR0_mean	CNR1_mean	CNR2_mean	CNR0_median	CNR1_median	CNR2_median	CNR0_standard_deviation	CNR1_standard_deviation	CNR2_standard_deviation	fieldmap_hz_median	fieldmap_hz_minimum	fieldmap_hz_maximum	fieldmap_hz_mean	fieldmap_hz_standard_deviation	file_name	subject_id	session_id	task_id	dir_id	acq_id	space_id	rec_id	run_id
120.0	120.0	56.0	1.8	1.8	1.98	2500.0	0.953835	0.890931	1.324566	60.0	90.0	2899.38	89.0	109.0	95.0	1.8	1.8	1.8	2500.0	0.991715	0.969562	1.286319	0.0	90.0	3417.84	89.0	109.0	95.0	1.8	1.8	1.8	2500.0	0.99107	0.974643	1.212656	0.0	90.0	3140.86	0.4870037565009999	1.80060515555	0.01014150772	0.6694021186	0.006223880218	0.8154374438	0.05976754702978908	30.735786	3.8262773	6.9566545	27.149132	2.8728914	5.694779	19.908978	2.7693431	4.51305	-17.158241	-173.28592	267.4329	-19.572548	48.744225	sub-001_ses-01_acq-cmrrmbep2ddiff9660b250030b10006b0_dir-AP	sub-001	ses-01		dir-AP	acq-cmrrmbep2ddiff9660b250030b10006b0			
